1	0.0000000e+00
2	0.0000000e+00
3	0.0000000e+00
4	0.0000000e+00
5	0.0000000e+00
6	0.0000000e+00
7	5.9604645e-08
8	5.9604645e-08
9	1.1920929e-07
10	1.1920929e-07
11	1.1920929e-07
12	1.1920929e-07
13	2.3841858e-07
14	2.3841858e-07
15	2.3841858e-07
16	2.3841858e-07
17	2.3841858e-07
18	3.5762787e-07
19	3.5762787e-07
20	2.3841858e-07
21	2.3841858e-07
22	0.0000000e+00
23	0.0000000e+00
24	2.3841858e-07
25	2.3841858e-07
26	2.3841858e-07
27	4.7683716e-07
28	4.7683716e-07
29	7.1525574e-07
30	7.1525574e-07
31	7.1525574e-07
32	9.5367432e-07
33	9.5367432e-07
34	1.1920929e-06
35	1.1920929e-06
36	1.1920929e-06
37	1.4305115e-06
38	1.4305115e-06
39	1.6689301e-06
40	1.6689301e-06
41	1.4305115e-06
42	1.4305115e-06
43	1.9073486e-06
44	1.9073486e-06
45	1.9073486e-06
46	1.9073486e-06
47	1.9073486e-06
48	2.3841858e-06
49	2.3841858e-06
50	2.3841858e-06
51	2.3841858e-06
52	2.3841858e-06
53	2.8610229e-06
54	2.8610229e-06
55	2.8610229e-06
56	2.8610229e-06
57	2.8610229e-06
58	3.3378601e-06
59	3.3378601e-06
60	3.3378601e-06
61	3.3378601e-06
62	3.3378601e-06
63	3.8146973e-06
64	3.8146973e-06
65	3.8146973e-06
66	3.8146973e-06
67	3.8146973e-06
68	4.2915344e-06
69	4.2915344e-06
70	4.2915344e-06
71	4.2915344e-06
72	4.2915344e-06
73	4.7683716e-06
74	4.7683716e-06
75	4.7683716e-06
76	4.7683716e-06
77	4.7683716e-06
78	5.2452087e-06
79	5.2452087e-06
80	5.2452087e-06
81	5.7220459e-06
82	4.7683716e-06
83	4.7683716e-06
84	3.8146973e-06
85	3.8146973e-06
86	3.8146973e-06
87	2.8610229e-06
88	2.8610229e-06
89	1.9073486e-06
90	1.9073486e-06
91	1.9073486e-06
92	9.5367432e-07
93	9.5367432e-07
94	0.0000000e+00
95	0.0000000e+00
96	0.0000000e+00
97	9.5367432e-07
98	9.5367432e-07
99	1.9073486e-06
100	1.9073486e-06
101	1.9073486e-06
102	2.8610229e-06
103	2.8610229e-06
104	3.8146973e-06
105	3.8146973e-06
106	3.8146973e-06
107	4.7683716e-06
108	4.7683716e-06
109	5.7220459e-06
110	5.7220459e-06
111	5.7220459e-06
112	6.6757202e-06
113	6.6757202e-06
114	7.6293945e-06
115	7.6293945e-06
116	7.6293945e-06
117	8.5830688e-06
118	8.5830688e-06
119	9.5367432e-06
120	9.5367432e-06
121	9.5367432e-06
122	1.0490417e-05
123	1.0490417e-05
124	1.1444092e-05
125	1.1444092e-05
126	1.1444092e-05
127	1.2397766e-05
128	1.2397766e-05
